SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,price_per_sqft,property_age,listing_category
2882,3,2,Rural,1986,312766.8970449195,108.52425296492696,39,High-End
1930,3,3,Urban,2002,144580.450983631,74.91215076872072,23,Budget
1288,4,1,Rural,1985,145150.6403221414,112.69459652340171,40,Budget
1723,3,2,Suburb,2001,151304.09715952785,87.81433381284263,24,Budget
1892,3,2,Suburb,1957,188206.85175837012,99.47508021055503,68,Budget
1271,2,1,Suburb,1972,114197.0097837266,89.84815875981636,53,Budget
2953,3,1,Rural,1978,371859.36420643306,125.92596146509754,47,High-End
2089,5,3,Rural,1961,249983.33314095263,119.66650700859388,64,Mid-Range
1482,4,1,Rural,2016,262268.4807580975,176.96928526187415,9,High-End
1935,3,1,Suburb,1950,200591.20709584464,103.66470650948044,75,Mid-Range
1247,4,1,Urban,1965,155837.98850089326,124.97031956767704,60,Budget
1155,3,2,Rural,2016,141160.28199141147,122.21669436485841,9,Budget
2070,4,1,Suburb,2017,286116.41753286123,138.2204915617687,8,High-End
2958,5,2,Rural,2002,386060.18899264,130.51392460873564,23,High-End
1453,3,2,Rural,1984,135675.61189243727,93.37619538364575,41,Budget
1200,3,2,Suburb,2014,103547.17147324375,86.28930956103646,11,Budget
2683,5,1,Rural,2019,281391.5305378192,104.87943739762177,6,High-End
1123,3,1,Rural,2019,103542.4575619248,92.20165410678968,6,Budget
1000,4,2,Rural,1999,44328.56964607518,44.32856964607518,26,Budget
1967,5,3,Suburb,1974,234684.72514054013,119.31099397078808,51,Mid-Range
2782,2,3,Suburb,1976,322746.8150547178,116.01251439781375,49,High-End
1854,4,3,Rural,1954,227105.7038633803,122.49498590257838,71,Mid-Range
1639,3,1,Suburb,2015,173415.8779957511,105.80590481741983,10,Budget
1190,4,2,Rural,2011,167062.5887162509,140.38873001365621,14,Budget
2602,5,1,Rural,1989,375442.84100844536,144.29010031070152,36,High-End
1515,3,2,Rural,2002,189495.86166353148,125.07977667559834,23,Mid-Range
1441,3,3,Rural,1988,145159.48619881834,100.7352437188191,37,Budget
2944,5,1,Urban,1953,352112.00539889367,119.60326270342856,72,High-End
2838,2,3,Urban,1958,365776.622245525,128.88534962844432,67,High-End
2829,3,2,Rural,2020,335231.1489245661,118.49810849224677,5,High-End
1142,3,3,Rural,1991,189596.58188317152,166.02152529174387,34,Mid-Range
2214,3,2,Suburb,1954,220116.7198416712,99.42037933228148,71,Mid-Range
1532,2,1,Rural,1980,178255.3789844441,116.35468602117761,45,Budget
1226,4,1,Suburb,2011,256087.2161604901,208.88027419289566,14,Mid-Range
2336,2,3,Urban,1990,277717.3152509283,118.88583700810285,35,High-End
2652,4,1,Urban,1978,247417.3431441217,93.29462411165977,47,Mid-Range
1948,3,2,Suburb,1977,190316.12062909608,97.698213875306,48,Mid-Range
2325,4,2,Rural,1987,349276.7682354183,150.2265669829756,38,High-End
2677,4,3,Suburb,1977,295605.5076234575,110.42417169348433,48,High-End
1459,4,2,Urban,1958,210981.3653340085,144.60683024949176,67,Mid-Range
2424,4,1,Rural,1980,240166.39123297395,99.07854423802556,45,Mid-Range
1550,3,3,Rural,1962,133251.35122205658,85.96861369164941,63,Budget
1392,5,3,Rural,1971,119260.33988517836,85.6755315267086,54,Budget
2890,2,1,Urban,1991,323538.1667729544,111.95092275880775,34,High-End
2787,4,1,Rural,1986,406293.7976368434,145.7817716673281,39,High-End
1844,3,1,Urban,1985,221015.45871226356,119.8565394318132,40,Mid-Range
2230,3,3,Urban,1960,275974.4386507715,123.75535365505449,65,High-End
1209,3,3,Urban,1965,137408.99819177852,113.65508535300125,60,Budget
2138,3,2,Suburb,1970,195853.7893344336,91.60607546044602,55,Mid-Range
2760,4,3,Urban,2003,274297.0405437782,99.38298570426747,22,High-End
1645,2,3,Urban,1958,132560.4221868832,80.58384327470102,67,Budget
2274,3,2,Suburb,1989,232220.97420116176,102.120041425313,36,Mid-Range
1218,2,3,Rural,2000,107820.14036066788,88.52228272632831,25,Budget
1406,2,2,Suburb,2019,162869.35581574813,115.83880214491332,6,Budget
2466,2,2,Rural,1971,349892.10982554534,141.88650033477103,54,High-End
2626,5,2,Suburb,1978,360892.70432633697,137.43058047461423,47,High-End
2377,3,1,Rural,1973,247604.00422851817,104.1665983292041,52,Mid-Range
1887,3,1,Suburb,1980,169670.71263503577,89.91558698200095,45,Budget
1557,3,3,Suburb,1991,205137.01802840905,131.75145666564487,34,Mid-Range
1549,2,2,Urban,2004,68475.27042445782,44.20611389571196,21,Budget
1141,3,1,Rural,1951,147901.2557336425,129.62423815393734,74,Budget
1611,3,2,Suburb,2021,104059.34006115742,64.5930105904143,4,Budget
1500,2,2,Suburb,1999,175201.5389400458,116.80102596003054,26,Budget
1839,3,1,Rural,2019,253862.1466647176,138.04358165563764,6,Mid-Range
1701,4,2,Suburb,1978,235566.0283008741,138.48678912455856,47,Mid-Range
2570,5,3,Suburb,1972,355213.44399980933,138.21534785984798,53,High-End
2682,4,3,Urban,1989,287862.634503919,107.33133277551043,36,High-End
2565,4,3,Urban,1985,297895.1295678539,116.13845207323737,40,High-End
2869,4,3,Rural,1977,317302.23216797103,110.59680452003172,48,High-End
2530,2,1,Rural,1973,291016.71829027426,115.02637086572105,52,High-End
1595,3,1,Urban,2004,113317.51036534086,71.04546104410085,21,Budget
2904,4,3,Suburb,1998,315256.90500767395,108.55954029189874,27,High-End
1280,4,1,Suburb,1953,156860.71004258873,122.54742972077244,72,Budget
1423,3,3,Urban,1997,183343.9669305845,128.84326558719923,28,Budget
1855,2,1,Suburb,1962,157581.93392607468,84.94982960974376,63,Budget
1269,4,1,Rural,1993,209453.77584666756,165.0541968846868,32,Mid-Range
1153,3,2,Urban,2008,137684.34371512115,119.41400148752919,17,Budget
1613,3,3,Suburb,1971,205394.1694664374,127.33674486449931,54,Mid-Range
2750,5,2,Suburb,1956,247935.0819199572,90.15821160725717,69,Mid-Range
1661,4,3,Rural,1978,158775.44541670973,95.59027418224547,47,Budget
2967,4,1,Rural,1987,306938.1353003861,103.45066912719452,38,High-End
1082,5,3,Rural,1966,224304.79046199797,207.30572131423102,59,Mid-Range
2645,3,2,Rural,1973,320580.01806487737,121.2022752608232,52,High-End
1946,3,2,Urban,1963,296641.4426280563,152.43650700311215,62,High-End
1898,4,1,Urban,1956,167532.3564488276,88.26783796039389,69,Budget
2449,4,2,Urban,2014,372438.854038685,152.0779314163679,11,High-End
2298,5,1,Suburb,2001,291969.0126177033,127.05353029491005,24,High-End
2736,4,1,Suburb,1954,348097.16573025845,127.22849624643949,71,High-End
1283,4,1,Suburb,1960,78110.98912920983,60.8815191965782,65,Budget
1979,2,1,Suburb,1996,140939.67114637795,71.21762058937743,29,Budget
1172,5,1,Suburb,1970,113306.38398752308,96.67780203713573,55,Budget
2350,3,2,Urban,1977,280666.858588537,119.43270578235618,48,High-End
2741,4,2,Rural,1962,339074.5485201234,123.70468753014353,63,High-End
2086,3,2,Urban,1983,236893.415923923,113.56347839114237,42,Mid-Range
2096,4,2,Rural,1970,188290.6659480871,89.83333299049957,55,Budget
1762,2,1,Rural,2007,248401.34549241152,140.9769270672029,18,Mid-Range
2659,5,3,Urban,1956,325534.1759178039,122.42729444069346,69,High-End
2398,5,3,Rural,1979,216310.21621402664,90.20442711177091,46,Mid-Range
1632,3,3,Rural,1991,102071.5413527354,62.54383661319571,34,Budget
2531,2,3,Suburb,1975,246225.884069772,97.28403163562703,50,Mid-Range
1786,3,2,Suburb,2001,155846.44913842078,87.26004990953011,24,Budget
1942,2,1,Rural,2008,210449.72090391052,108.36751848811046,17,Mid-Range
2011,4,2,Rural,1994,243026.929292411,120.84879626673843,31,Mid-Range
1397,4,2,Rural,1982,145943.6948472312,104.46935923209105,43,Budget
2143,2,2,Urban,2017,256725.40068294224,119.79720050533936,8,Mid-Range
1933,4,1,Rural,1984,216196.5570543844,111.84508900899348,41,Mid-Range
2460,5,2,Rural,1996,216100.2362292152,87.8456244834208,29,Mid-Range
2852,2,1,Suburb,1976,277857.0655194166,97.4253385411699,49,High-End
1675,2,3,Rural,1988,190902.85941378903,113.97185636644122,37,Mid-Range
1935,3,2,Rural,1977,163833.60883454542,84.66853169743949,48,Budget
1464,2,1,Suburb,1969,173816.424990632,118.72706625043169,56,Budget
1285,3,2,Rural,1971,272519.95658457576,212.0777872253508,54,High-End
1264,2,3,Rural,1975,220773.3394353484,174.66245208492754,50,Mid-Range
1319,5,1,Urban,2005,196887.90269198557,149.27058581651673,20,Mid-Range
1672,5,3,Rural,1973,274736.8882661689,164.3163207333546,52,High-End
2399,5,3,Suburb,1951,299828.0247013252,124.98041880005219,74,High-End
1819,3,1,Rural,2016,218296.25821198255,120.00893799449288,9,Mid-Range
1088,3,2,Rural,1965,133198.18762543637,122.42480480279079,60,Budget
2677,4,1,Rural,1989,347047.89112946665,129.6406018414145,36,High-End
2226,3,3,Rural,1976,282832.9168127763,127.05881258435593,49,High-End
1820,3,1,Suburb,1981,139822.30353877146,76.82544150481948,44,Budget
2762,5,2,Suburb,1968,274068.93830237293,99.22843530136602,57,High-End
2000,2,1,Rural,1967,307553.0274936178,153.7765137468089,58,High-End
2978,3,3,Rural,1952,317102.3853289411,106.48166062086672,73,High-End
1333,4,2,Suburb,2010,173453.95625569907,130.12299794125963,15,Budget
1221,2,2,Urban,1977,108866.06032298498,89.16139256591727,48,Budget
1040,3,1,Rural,1970,182616.0427722912,175.59234881951076,55,Budget
2731,2,1,Rural,1953,310978.37398396863,113.86978175905112,72,High-End
1067,2,1,Suburb,2014,118139.20214549205,110.72090172960829,11,Budget
1987,2,3,Rural,1967,244869.50041706284,123.23578279671004,58,Mid-Range
2799,2,2,Rural,1986,284346.1624260116,101.5884824673139,39,High-End
1513,2,2,Rural,1979,147245.19688377448,97.32002437790779,46,Budget
2896,3,2,Rural,2018,250188.23095112917,86.39096372621863,7,Mid-Range
2660,2,2,Suburb,2001,308820.2538690216,116.09783980038407,24,High-End
2645,2,2,Rural,2013,341165.4480530975,128.9850465229102,12,High-End
2621,4,3,Urban,1987,313765.9659203127,119.71231053808191,38,High-End
2960,4,2,Suburb,1966,291431.51040560514,98.45659135324497,59,High-End
2655,2,1,Suburb,1961,281097.29582005145,105.87468769116816,64,High-End
2150,3,3,Urban,1980,329700.85972951964,153.3492370834975,45,High-End
2278,4,3,Urban,1960,290967.9587448395,127.72956924707616,65,High-End
1694,4,2,Rural,1973,103481.34482193846,61.086980414367446,52,Budget
2039,2,1,Urban,1975,196307.414753568,96.27631915329475,50,Mid-Range
1476,3,1,Rural,2003,76517.84999451613,51.841361784902524,22,Budget
2085,5,2,Rural,1964,311118.6736565156,149.21758928370053,61,High-End
1880,3,3,Rural,1960,211850.71012901672,112.68654794096634,65,Mid-Range
1431,4,2,Suburb,1977,203919.03147343773,142.50107021204593,48,Mid-Range
2693,4,3,Rural,1990,311970.9077317749,115.84511984098586,35,High-End
1267,4,2,Rural,2011,121389.4540604599,95.80856674069447,14,Budget
2058,4,1,Suburb,1984,301908.19200523786,146.69980175181627,41,High-End
1778,4,2,Rural,1992,148993.08226515818,83.79813400740055,33,Budget
2599,2,1,Suburb,1990,190661.60490839364,73.35960173466474,35,Mid-Range
1493,2,2,Suburb,2005,209050.0327492669,140.0201157061399,20,Mid-Range
2585,2,1,Rural,1982,319018.842914858,123.41154464791413,43,High-End
2492,4,1,Rural,2003,284315.66145492817,114.09135692412848,22,High-End
2790,2,1,Rural,1965,338959.5020035278,121.4908609331641,60,High-End
1660,4,1,Suburb,2000,142039.2245521621,85.56579792298922,25,Budget
2348,3,1,Urban,1970,218545.9456904617,93.0774896467043,55,Mid-Range
2327,5,2,Suburb,1967,246371.07892900976,105.87498020155125,58,Mid-Range
2299,3,2,Urban,1963,180916.29144931736,78.69347170479224,62,Budget
2892,5,2,Urban,1968,393404.2513465581,136.0318988058638,57,High-End
2986,2,3,Rural,2021,317052.33420498006,106.17961627762226,4,High-End
2707,5,1,Suburb,1961,246655.4867914048,91.11765304447906,64,Mid-Range
2952,3,3,Suburb,2018,240502.03009266203,81.47087740266329,7,Mid-Range
2012,3,1,Suburb,2013,189205.33385267272,94.03843630848544,12,Mid-Range
2224,5,1,Suburb,2000,264060.12877494795,118.73207229089387,25,High-End
2468,3,2,Urban,1987,222722.2746414856,90.24403348520487,38,Mid-Range
2928,2,3,Rural,1983,323452.1164474845,110.46861900528843,42,High-End
2347,3,1,Urban,2018,240661.31740012104,102.53997332770389,7,Mid-Range
2058,5,2,Urban,1973,270790.41982453363,131.57940710618738,52,High-End
1976,2,3,Urban,2002,148218.10014938953,75.00915999463032,23,Budget
1481,5,3,Suburb,1965,101234.79180172952,68.35570006868974,60,Budget
1727,4,1,Urban,1989,244247.62675812535,141.4288516260135,36,Mid-Range
1479,4,1,Suburb,2015,135750.65025988128,91.78542951986564,10,Budget
2088,2,2,Suburb,2014,344249.33557206497,164.87037144255984,11,High-End
2031,2,3,Suburb,1989,164129.1041739535,80.81196660460536,36,Budget
2324,3,3,Suburb,2001,317217.8930500407,136.49651163943233,24,High-End
1342,5,1,Urban,1998,238184.55954422604,177.48476866186738,27,Mid-Range
2454,4,2,Urban,1994,243890.64210298107,99.38493973226613,31,Mid-Range
2447,3,3,Suburb,1969,299067.2480560183,122.21791910748603,56,High-End
1331,4,1,Rural,2020,146981.40990459127,110.42930871870118,5,Budget
1437,3,3,Suburb,1980,217962.8390899105,151.6790807862982,45,Mid-Range
2611,3,3,Urban,1988,256208.22762307516,98.12647553545582,37,Mid-Range
1173,4,3,Suburb,1958,167452.25044652383,142.7555417276418,67,Budget
1558,3,2,Urban,1962,148845.30440420093,95.5361388987169,63,Budget
1526,4,2,Urban,2018,288205.0827233203,188.86309483834881,7,High-End
2896,2,2,Rural,1968,353308.1255663044,121.99866214306093,57,High-End
1658,5,2,Urban,1991,191347.53260369235,115.40864451368658,34,Mid-Range
1025,3,3,Suburb,1964,189393.43596312212,184.77408386646061,61,Mid-Range
1819,4,2,Urban,2001,183392.4406283684,100.82047313269291,24,Budget
1604,4,1,Suburb,1977,196941.3385926704,122.78138316251271,48,Mid-Range
1405,5,1,Rural,1999,169089.17907136187,120.34817015755293,26,Budget
1231,5,1,Rural,1964,175360.04977354003,142.45333044154347,61,Budget
1532,5,1,Urban,1968,202785.9674194001,132.3668194643604,57,Mid-Range
2842,3,1,Rural,1984,256342.4340576501,90.19790079438779,41,Mid-Range
2573,4,1,Urban,1985,336301.4317356277,130.70401544330653,40,High-End
2811,3,3,Rural,1982,266541.4418470338,94.8208615606666,43,High-End
1504,3,2,Urban,1988,206804.83404546225,137.50321412597225,37,Mid-Range
2692,2,1,Urban,1986,335831.8891776039,124.7518161878172,39,High-End
1178,5,1,Suburb,1998,226191.0346104088,192.01276282717214,27,Mid-Range
1131,2,2,Urban,2002,201836.0998815702,178.45809008096393,23,Mid-Range
2846,2,2,Suburb,1973,238321.87937031605,83.73924081880395,52,Mid-Range
2478,3,3,Urban,1988,347219.7222839268,140.1209533026339,37,High-End
1347,3,1,Urban,1974,176995.11861985945,131.39949414985853,51,Budget
1539,4,1,Urban,1983,128850.92935584602,83.72380075103705,42,Budget
1771,2,1,Rural,1959,128568.49590179171,72.59655330423021,66,Budget
2429,5,3,Rural,2009,174262.5224689405,71.7424958702925,16,Budget
1075,2,2,Urban,2013,18134.118009518686,16.86894698559878,12,Budget
2964,4,3,Rural,2005,269043.6618563149,90.77046621333162,20,High-End
1578,2,3,Urban,1966,75432.43120436302,47.80255462887391,59,Budget
1853,2,1,Suburb,1991,195884.91897659624,105.71231461230234,34,Mid-Range
2515,2,2,Suburb,1991,231411.24380815975,92.01242298535179,34,Mid-Range
1193,4,1,Urban,1996,181275.1622889196,151.94900443329388,29,Budget
2185,2,3,Suburb,1990,311641.7826515152,142.62781814714654,35,High-End
1346,3,3,Suburb,1980,145078.01563575544,107.7845584218094,45,Budget
1950,2,2,Rural,2014,127287.94310584688,65.27586825940865,11,Budget
2384,3,2,Suburb,2020,219281.79586062703,91.98061906905497,5,Mid-Range
2792,2,2,Urban,1980,282830.1338316972,101.30019120046462,45,High-End
2607,3,1,Rural,1976,373123.1344560669,143.12356519220057,49,High-End
2110,2,3,Urban,1953,139411.2030106898,66.0716601946397,72,Budget
2957,5,2,Urban,1974,372781.8684956355,126.06759164546348,51,High-End
2285,3,2,Urban,1979,323426.52525162336,141.54333709042598,46,High-End
1213,5,2,Suburb,2015,210426.65429121343,173.47621953109103,10,Mid-Range
2688,3,1,Suburb,1996,222572.8828379547,82.80241177007244,29,Mid-Range
2745,2,1,Rural,1988,275684.0461302115,100.43134649552331,37,High-End
2936,4,1,Urban,2005,272193.4163097196,92.70892926080369,20,High-End
1572,2,1,Suburb,2008,108637.56948550616,69.10786862945685,17,Budget
1779,4,2,Urban,1990,243951.88911799717,137.12866167397254,35,Mid-Range
1261,5,3,Suburb,1980,158073.49316549668,125.35566468318531,45,Budget
1729,4,3,Urban,1984,192838.1298401199,111.5315962059687,41,Mid-Range
1282,4,2,Urban,2000,87163.11919555644,67.98995257063685,25,Budget
2671,4,3,Urban,1982,243472.60847206888,91.15410276004076,43,Mid-Range
2490,4,1,Suburb,2007,227226.56174652724,91.25564728776195,18,Mid-Range
2403,5,1,Suburb,2018,251280.0210700432,104.5692971577375,7,Mid-Range
1361,4,1,Suburb,1970,264542.22690289863,194.37342167736858,55,High-End
2472,2,2,Suburb,2017,187265.83475819416,75.75478752354132,8,Budget
1440,3,1,Rural,1957,240599.1004749432,167.082708663155,68,Mid-Range
1092,3,1,Urban,2001,155774.7049324467,142.65082869271677,24,Budget
2644,2,1,Suburb,1979,235626.77866558533,89.11754109893545,46,Mid-Range
1752,5,3,Suburb,1982,256831.43508352412,146.5932848650252,43,Mid-Range
1866,2,2,Urban,1994,97790.01764909422,52.40622596414482,31,Budget
2447,2,2,Urban,2003,176544.83084600043,72.1474584577035,22,Budget
1141,4,2,Urban,1981,81558.90790407405,71.48019974064334,44,Budget
2314,4,3,Suburb,1982,262493.2862724735,113.437029504094,43,High-End
2455,5,1,Rural,1986,289615.3403578793,117.96958874048036,39,High-End
1748,5,2,Rural,1991,196115.31511034863,112.19411619585162,34,Mid-Range
2875,3,2,Rural,2013,320582.21531341947,111.50685750031981,12,High-End
2847,5,1,Rural,1986,262925.8906679432,92.35191101789366,39,High-End
2712,2,1,Urban,1978,433613.9987434622,159.8871676782678,47,High-End
1652,3,3,Rural,1952,179223.09759268633,108.48855786482224,73,Budget
1700,3,2,Rural,2001,68423.28375348951,40.248990443229125,24,Budget
1997,4,2,Rural,1981,262963.95370192913,131.67949609510723,44,High-End
1048,4,2,Rural,1995,97983.48638261708,93.49569311318423,30,Budget
2325,3,3,Urban,1950,212039.7037584856,91.19987258429488,75,Mid-Range
1880,4,2,Urban,1996,229092.11998630557,121.8575106310136,29,Mid-Range
2213,4,2,Suburb,1973,281852.5342423759,127.36219351214457,52,High-End
2159,4,2,Urban,2014,242669.9299681082,112.39922647897554,11,Mid-Range
1554,3,3,Rural,1979,211811.67985270076,136.30095228616523,46,Mid-Range
1403,3,2,Suburb,1961,131536.35116371748,93.75363589716143,64,Budget
1891,3,2,Suburb,1983,280727.60625879106,148.454577609091,42,High-End
1864,2,3,Urban,1953,231531.1464111335,124.21198841799007,72,Mid-Range
1601,3,2,Suburb,1987,119072.25952271376,74.37367865253826,38,Budget
2830,4,1,Urban,1989,343160.2954393426,121.25805492556276,36,High-End
1340,3,3,Suburb,1979,156720.79267372476,116.9558154281528,46,Budget
2780,2,1,Rural,2017,245715.45153983744,88.38685307188398,8,Mid-Range
2968,4,1,Rural,2001,251600.85424040933,84.77117730472013,24,Mid-Range
1703,5,2,Rural,1950,112518.30854194165,66.07064506279603,75,Budget
1317,3,2,Suburb,1979,225621.7118951133,171.31489134025307,46,Mid-Range
1617,3,2,Urban,2007,206275.8198718592,127.56698817059937,18,Mid-Range
2386,5,3,Suburb,2003,263665.13889241085,110.50508754920824,22,High-End
2845,4,3,Rural,1999,401747.9409651109,141.21193004046077,26,High-End
1381,3,3,Suburb,2017,285046.85454022064,206.40612204215833,8,High-End
